net/minecraft/potion/PotionHelper	aen
net/minecraft/inventory/ContainerHorseInventory$2	aao
net/minecraft/world/biome/BiomeGenMushroomIsland	aim
net/minecraft/crash/CrashReportCategory$Entry	o
net/minecraft/client/stream/IStream	bum
net/minecraft/client/resources/AbstractResourcePack	bqn
net/minecraft/client/Minecraft$11	bar
net/minecraft/client/gui/achievement/GuiStats$Stats	beq
net/minecraft/client/model/ModelZombie	bip
net/minecraft/client/renderer/tileentity/TileEntityEnderChestRenderer	bmo
net/minecraft/network/NetHandlerPlayServer$1	ni
net/minecraft/network/play/client/C0BPacketEntityAction	jj
net/minecraft/util/IChatComponent$Serializer	fk
net/minecraft/command/ServerCommandManager	bl
net/minecraft/entity/monster/EntityZombie	yq
net/minecraft/item/ItemArmor$1	abc
net/minecraft/item/crafting/RecipesMapCloning	afb
net/minecraft/client/resources/ResourcePackFileNotFoundException	brb
net/minecraft/world/chunk/storage/RegionFileCache	aqj
net/minecraft/world/gen/structure/StructureStrongholdPieces	aui
net/minecraft/client/Minecraft$9	bbf
net/minecraft/client/gui/GuiScreenBook	bfe
net/minecraft/client/multiplayer/ChunkProviderClient	bjd
net/minecraft/client/renderer/entity/RenderBat	bnc
net/minecraft/entity/projectile/EntityFireball	ze
net/minecraft/entity/ai/EntityAIRestrictSun	vf
net/minecraft/client/renderer/texture/IIconRegister	rg
net/minecraft/item/crafting/FurnaceRecipes	afa
net/minecraft/client/gui/MapItemRenderer$1	bby
net/minecraft/client/gui/inventory/GuiEditSign	bfx
net/minecraft/client/resources/IResourcePack	bra
net/minecraft/inventory/ContainerBeacon	zx
net/minecraft/village/VillageDoorInfo	vy
net/minecraft/world/gen/feature/WorldGenFire	arq
net/minecraft/block/BlockStainedGlassPane	anr
net/minecraft/creativetab/CreativeTabs$1	abu
net/minecraft/enchantment/Enchantment	aft
net/minecraft/block/BlockButton	ajs
net/minecraft/world/gen/structure/StructureVillagePieces	avp
net/minecraft/world/storage/SaveHandlerMP	azo
net/minecraft/client/resources/data/BaseMetadataSectionSerializer	brt
net/minecraft/client/gui/GuiMerchant$MerchantButton	bfw
net/minecraft/client/particle/EntityBubbleFX	bjv
net/minecraft/client/renderer/entity/RenderGiantZombie	bnu
net/minecraft/entity/passive/EntityMooshroom	wm
net/minecraft/server/management/UserList$Serializer	oo
net/minecraft/init/Bootstrap$12	kp
net/minecraft/network/play/server/S2FPacketSetSlot	gq
net/minecraft/util/EnumFacing	cr
net/minecraft/block/BlockTripWire	aof
net/minecraft/block/BlockDaylightDetector	akg
net/minecraft/item/ItemDoublePlant	aci
net/minecraft/enchantment/EnchantmentOxygen	agh
net/minecraft/client/resources/data/PackMetadataSectionSerializer	bsh
net/minecraft/client/gui/GuiOptionsRowList$Row	bcl
net/minecraft/client/gui/GuiResourcePackList	bgk
net/minecraft/client/particle/EntityHugeExplodeFX	bkj
net/minecraft/client/renderer/entity/RenderMinecart	boi
net/minecraft/stats/AchievementList	pc
net/minecraft/client/util/JsonException$Entry	ld
net/minecraft/network/play/server/S34PacketMaps	he
net/minecraft/nbt/NBTTagByteArray	df
net/minecraft/world/gen/feature/WorldGenDungeons	asd
net/minecraft/world/gen/structure/StructureVillagePieces$House3	awc
net/minecraft/nbt/NBTBase	dy
net/minecraft/entity/IEntityOwnable	ta
net/minecraft/stats/Achievement	pb
net/minecraft/world/gen/structure/MapGenMineshaft	asw
net/minecraft/tileentity/TileEntityCommandBlock	aox
net/minecraft/block/BlockFarmland	aky
net/minecraft/world/GameRules$Value	agz
net/minecraft/block/material/MapColor	awv
net/minecraft/client/gui/GuiFlatPresets$ListSlot	bds
net/minecraft/client/model/ModelBase	bhr
net/minecraft/server/integrated/IntegratedServer$2	bsz
net/minecraft/entity/item/EntityMinecartEmpty	xs
net/minecraft/entity/ai/EntityJumpHelper	tt
net/minecraft/util/JsonUtils	pu
net/minecraft/server/dedicated/DedicatedServer$2	lv
net/minecraft/network/play/server/S1CPacketEntityMetadata	hw
net/minecraft/nbt/NBTTagString	dx
net/minecraft/world/gen/structure/StructureNetherBridgePieces$Corridor4	atk
net/minecraft/tileentity/TileEntityNote	apl
net/minecraft/block/BlockHay	alm
net/minecraft/item/ItemPiston	ado
net/minecraft/world/EnumSkyBlock	ahn
net/minecraft/world/gen/layer/GenLayerFuzzyZoom	axj
net/minecraft/client/audio/SoundManager$SoundSystemStarterThread	btn
net/minecraft/client/shader/ShaderUniform	bpo
net/minecraft/client/model/ModelMinecart	bhq
net/minecraft/client/renderer/RenderSorter	blp
net/minecraft/entity/monster/EntityMob	yg
net/minecraft/entity/ai/EntityAIFollowParent	uh
net/minecraft/profiler/Profiler	qi
net/minecraft/client/renderer/DestroyBlockProgress	mj
net/minecraft/network/play/server/S18PacketEntityTeleport	ik
net/minecraft/network/NetworkManager$2	el
net/minecraft/command/CommandEffect	am
net/minecraft/block/BlockMobSpawner	ama
net/minecraft/item/ItemSnow	aec
net/minecraft/inventory/ContainerChest	aad
net/minecraft/world/biome/WorldChunkManager	aib
net/minecraft/crash/CrashReport$2	d
net/minecraft/client/stream/BroadcastController$SwitchBroadcastState	bub
net/minecraft/client/renderer/texture/TextureMap$3	bqc
net/minecraft/scoreboard/ScoreHealthCriteria	bag
net/minecraft/client/gui/GuiVideoSettings	bef
net/minecraft/client/model/ModelSlime	bie
net/minecraft/client/renderer/RenderList	bmd
net/minecraft/command/server/CommandMessageRaw	ba
net/minecraft/item/crafting/RecipesArmor	aev
net/minecraft/inventory/InventoryCraftResult	aaw
net/minecraft/client/audio/SoundCategory	w
net/minecraft/client/resources/IReloadableResourceManager	bqv
net/minecraft/client/Minecraft$3	baz
net/minecraft/client/gui/GuiRepair	bey
net/minecraft/client/model/ModelRenderer	bix
net/minecraft/client/renderer/culling/ClippingHelperImpl	bmw
net/minecraft/util/ChatComponentTranslationFormatException	fs
net/minecraft/command/server/CommandStop	bt
net/minecraft/entity/player/InventoryPlayer$1	yy
net/minecraft/entity/ai/EntityAIPanic	uz
net/minecraft/world/WorldProviderEnd	aqr
net/minecraft/block/BlockCompressedPowered	ams
net/minecraft/item/crafting/RecipesArmorDyes	aeu
net/minecraft/world/biome/BiomeGenSavanna$Mutated	ait
net/minecraft/world/gen/structure/StructureStrongholdPieces$Library	auq
net/minecraft/world/storage/DerivedWorldInfo	ayp
net/minecraft/client/settings/GameSettings$Options$1	bbn
net/minecraft/client/gui/inventory/GuiContainerCreative$ContainerCreative	bfm
net/minecraft/realms/RealmsServerStatusPinger$1	but
net/minecraft/client/resources/GrassColorReloadListener	bqu
net/minecraft/entity/item/EntityEnderPearl	zm
net/minecraft/entity/ai/EntityAIHurtByTarget	vn
net/minecraft/util/DamageSource	ro
net/minecraft/server/network/NetHandlerLoginServer$LoginState	np
net/minecraft/network/handshake/INetHandlerHandshakeServer	jq
net/minecraft/util/ChatComponentTranslation	fr
net/minecraft/world/gen/feature/WorldGenBlockBlob	arf
net/minecraft/block/BlockRotatedPillar	ang
net/minecraft/item/ItemBoat	abj
net/minecraft/item/crafting/ShapelessRecipes	afi
net/minecraft/block/BlockBed	ajh
net/minecraft/world/gen/structure/MapGenStructure	ave
net/minecraft/client/AnvilConverterException	azd
net/minecraft/client/main/Main	net/minecraft/client/main/Main
net/minecraft/client/resources/SimpleResource	bri
net/minecraft/client/gui/inventory/GuiContainerCreative	bfl
net/minecraft/client/entity/EntityClientPlayerMP	bjk
net/minecraft/client/renderer/entity/RenderEntity	bnj
net/minecraft/village/VillageSiege	wb
net/minecraft/entity/Entity$2	sc
net/minecraft/server/management/PreYggdrasilConverter$4	od
net/minecraft/network/ServerStatusResponse$Serializer	ke
net/minecraft/network/play/server/S35PacketUpdateTileEntity	gf
net/minecraft/command/PlayerNotFoundException	cg
net/minecraft/world/gen/feature/WorldGenGlowStone1	ary
net/minecraft/block/BlockTallGrass	anz
net/minecraft/client/gui/ScaledResolution	bca
net/minecraft/network/rcon/RConThreadBase	ow
net/minecraft/init/Bootstrap$6	kx
net/minecraft/network/play/server/S21PacketChunkData$Extracted	gy
net/minecraft/util/IRegistry	cz
net/minecraft/item/ItemFireball	acq
net/minecraft/command/server/CommandBlockLogic	agp
net/minecraft/client/audio/SoundList	bsp
net/minecraft/client/renderer/entity/RenderSheep	boq
net/minecraft/world/gen/feature/WorldGenLakes	arx
net/minecraft/world/gen/structure/StructureVillagePieces$House4Garden	avw
net/minecraft/util/MovingObjectPosition$MovingObjectType	azv
net/minecraft/client/gui/GuiChat	bct
net/minecraft/client/gui/stream/GuiTwitchUserMode	bgs
net/minecraft/client/particle/EffectRenderer$4	bkr
net/minecraft/nbt/NBTTagIntArray	dn
net/minecraft/entity/monster/EntityIronGolem	wt
net/minecraft/entity/EntityLeashKnot	su
net/minecraft/world/gen/feature/WorldGenSpikes	asl
net/minecraft/block/BlockWood	aom
net/minecraft/block/BlockDoor	akn
net/minecraft/village/MerchantRecipeList	ago
net/minecraft/world/gen/NoiseGeneratorOctaves	awk
net/minecraft/client/gui/GuiErrorScreen	bdh
net/minecraft/client/model/ModelChest	bhg
net/minecraft/client/audio/PositionedSoundRecord	bso
net/minecraft/entity/effect/EntityLightningBolt	xh
net/minecraft/entity/ai/attributes/IAttributeInstance	ti
net/minecraft/stats/StatBase$2	pj
net/minecraft/server/MinecraftServer$4	lk
net/minecraft/tileentity/TileEntityDaylightDetector	apa
net/minecraft/block/BlockFire	alb
net/minecraft/item/ItemStack	add
net/minecraft/world/World$1	ahc
net/minecraft/client/network/LanServerDetector$ThreadLanServerFind	btc
net/minecraft/client/renderer/tileentity/RenderWitherSkull	bpd
net/minecraft/client/model/ModelBook	bhf
net/minecraft/client/particle/EntityFishWakeFX	ble
net/minecraft/nbt/NBTException	ea
net/minecraft/command/ICommandManager	ab
net/minecraft/item/ItemSeeds	adw
net/minecraft/world/biome/BiomeGenBase$Height	ahv
net/minecraft/client/audio/SoundEventAccessor	btv
net/minecraft/client/renderer/texture/Stitcher$Holder	bpw
net/minecraft/client/gui/GuiShareToLan	bdz
net/minecraft/client/model/ModelSheep2	bhy
net/minecraft/client/renderer/IImageBuffer	blx
net/minecraft/server/management/PlayerManager$PlayerInstance	mr
net/minecraft/network/play/client/C16PacketClientStatus	is
net/minecraft/network/PacketBuffer	et
net/minecraft/command/CommandHelp	au
net/minecraft/item/ItemCloth	aek
net/minecraft/inventory/ContainerHopper	aal
net/minecraft/crash/CrashReportCategory$1	l
net/minecraft/client/renderer/texture/ITickableTextureObject	bqk
net/minecraft/world/gen/structure/StructureNetherBridgePieces$Throne	atr
net/minecraft/tileentity/TileEntityPiston	aps
net/minecraft/world/gen/layer/GenLayerRareBiome	axq
net/minecraft/client/Minecraft	bao
net/minecraft/client/gui/achievement/GuiStats$StatsItem	ben
net/minecraft/client/model/ModelWitch	bim
net/minecraft/client/renderer/tileentity/TileEntitySpecialRenderer	bml
net/minecraft/event/ClickEvent	fh
net/minecraft/command/server/CommandSaveOff	bi
net/minecraft/entity/monster/EntitySpider	yn
net/minecraft/entity/ai/EntityAILookAtTradePlayer	uo
net/minecraft/world/chunk/storage/ChunkLoader$AnvilConverterData	aqg
net/minecraft/block/BlockNewLeaf	amh
net/minecraft/world/biome/BiomeGenHell	aii
net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$SwampHut	auf
net/minecraft/pathfinding/PathPoint	aye
net/minecraft/client/Minecraft$6	bbc
net/minecraft/client/gui/inventory/GuiBeacon$ConfirmButton	bfb
net/minecraft/client/stream/IngestServerTester	bui
net/minecraft/client/renderer/texture/ITickable	bqj
net/minecraft/entity/player/EntityPlayer$EnumChatVisibility	zb
net/minecraft/entity/ai/EntityAIWander	vc
net/minecraft/world/EnumDifficulty	rd
net/minecraft/network/NetworkSystem$2	ne
net/minecraft/network/play/client/C03PacketPlayer$C06PacketPlayerPosLook	jf
net/minecraft/util/ChatComponentStyle$2	fg
net/minecraft/world/gen/ChunkProviderGenerate	aqz
net/minecraft/world/gen/structure/StructureStrongholdPieces$Stairs	auy
net/minecraft/world/storage/WorldInfo$5	ayx
net/minecraft/realms/RealmsSliderButton	net/minecraft/realms/RealmsSliderButton
net/minecraft/inventory/ContainerRepair	zu
net/minecraft/pathfinding/PathNavigate	vv
net/minecraft/potion/PotionEffect	rw
net/minecraft/server/management/BanList	nx
net/minecraft/network/status/INetHandlerStatusClient	jy
net/minecraft/network/play/server/S0FPacketSpawnMob	fz
net/minecraft/world/gen/feature/WorldGenerator	arn
net/minecraft/block/BlockSoulSand	ano
net/minecraft/item/ItemColored	abr
net/minecraft/enchantment/EnchantmentDamage	afq
net/minecraft/block/BlockBookshelf	ajp
net/minecraft/client/resources/Language	brq
net/minecraft/client/gui/FontRenderer	bbu
net/minecraft/client/gui/inventory/GuiScreenHorseInventory	bft
net/minecraft/client/network/OldServerPinger$2	bjs
net/minecraft/client/renderer/entity/RenderFireball	bnr
net/minecraft/command/IEntitySelector$1	sk
net/minecraft/server/management/UserListEntry	ol
net/minecraft/init/Bootstrap$1	km
net/minecraft/network/play/server/S2DPacketOpenWindow	gn
net/minecraft/util/RegistryDefaulted	co
net/minecraft/creativetab/CreativeTabs$9	acf
net/minecraft/enchantment/EnchantmentFishingSpeed	age
net/minecraft/client/resources/data/LanguageMetadataSection	bse
net/minecraft/world/gen/feature/WorldGenDoublePlant	arm
net/minecraft/world/gen/structure/StructureComponent$BlockSelector	avl
net/minecraft/client/gui/GuiListExtended$IGuiListEntry	bci
net/minecraft/client/resources/ResourcePackListEntryDefault	bgh
net/minecraft/client/particle/EntityFootStepFX	bkg
net/minecraft/client/renderer/entity/RenderLeashKnot	bof
net/minecraft/server/MinecraftServer	net/minecraft/server/MinecraftServer
net/minecraft/network/play/server/S2APacketParticles	hb
net/minecraft/entity/passive/EntityHorse	wi
net/minecraft/command/IEntitySelector	sj
net/minecraft/world/gen/feature/WorldGenMegaPineTree	asa
net/minecraft/block/BlockTNT	aob
net/minecraft/block/BlockRedstoneComparator	akc
net/minecraft/enchantment/EnchantmentFireAspect	agd
net/minecraft/client/resources/data/FontMetadataSectionSerializer	bsd
net/minecraft/network/play/server/S28PacketEffect	ha
net/minecraft/world/gen/FlatLayerInfo	ast
net/minecraft/tileentity/TileEntity$3	aou
net/minecraft/block/BlockEnderChest	akv
net/minecraft/item/ItemFood	acx
net/minecraft/world/Explosion	agw
net/minecraft/block/material/MaterialLiquid	aws
net/minecraft/server/integrated/IntegratedPlayerList	bsw
net/minecraft/client/renderer/entity/RenderTntMinecart	box
net/minecraft/client/particle/EntitySplashFX	bky
net/minecraft/entity/item/EntityMinecartContainer	xp
net/minecraft/entity/ai/attributes/ServersideAttributeMap	tq
net/minecraft/util/JsonSerializableSet	pr
net/minecraft/server/dedicated/DedicatedPlayerList	ls
net/minecraft/network/play/server/S19PacketEntityHeadLook	ht
net/minecraft/nbt/CompressedStreamTools	du
net/minecraft/tileentity/TileEntityHopper	api
net/minecraft/block/BlockSlab	alj
net/minecraft/item/ItemMultiTexture	adl
net/minecraft/world/WorldSettings$GameType	ahk
net/minecraft/client/audio/SoundManager$1	btk
net/minecraft/client/shader/ShaderLoader	bpl
net/minecraft/client/gui/GuiMemoryErrorScreen	bdo
net/minecraft/client/model/ModelLargeChest	bhn
net/minecraft/client/renderer/RenderBlocks	blm
net/minecraft/util/EnumTypeAdapterFactory	qf
net/minecraft/server/gui/StatsComponent$1	mg
net/minecraft/network/play/server/S03PacketTimeUpdate	ih
net/minecraft/network/NettyEncryptingEncoder	ei
net/minecraft/command/server/CommandDeOp	aj
net/minecraft/inventory/ContainerBrewingStand$Ingredient	aaa
net/minecraft/util/EnumChatFormatting	a
net/minecraft/world/gen/structure/StructureNetherBridgePieces$Crossing3	atg
net/minecraft/world/gen/layer/GenLayerBiome	axf
net/minecraft/scoreboard/ScoreboardSaveData	bad
net/minecraft/client/gui/GuiScreenOptionsSounds	bec
net/minecraft/client/model/ModelSkeletonHead	bib
net/minecraft/client/renderer/RenderGlobal	bma
net/minecraft/entity/monster/IMob$1	yc
net/minecraft/entity/ai/EntityAIEatGrass	ud
net/minecraft/util/LongHashMap$Entry	qe
net/minecraft/util/ChatAllowedCharacters	t
net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces	atz
net/minecraft/client/Minecraft$16	baw
net/minecraft/client/gui/GuiKeyBindingList$KeyEntry	bev
net/minecraft/entity/passive/EntityVillager	yv
net/minecraft/entity/ai/EntityAIOcelotSit	uw
net/minecraft/util/WeightedRandomChestContent	qx
net/minecraft/entity/EntityTrackerEntry	my
net/minecraft/network/play/client/C17PacketCustomPayload	iz
net/minecraft/world/WorldProvider	aqo
net/minecraft/block/BlockPortal	amp
net/minecraft/inventory/InventoryMerchant	aas
net/minecraft/world/gen/structure/StructureStrongholdPieces$Corridor	aun
net/minecraft/world/chunk/storage/AnvilSaveHandler	aym
net/minecraft/client/stream/TwitchStream$1$1	buq
net/minecraft/client/resources/FileResourcePack	bqr
net/minecraft/client/renderer/tileentity/TileEntitySkullRenderer	bms
net/minecraft/entity/projectile/EntitySnowball	zj
net/minecraft/entity/ai/EntityAITempt	vk
net/minecraft/inventory/ISidedInventory	rl
net/minecraft/server/network/NetHandlerHandshakeTCP$SwitchEnumConnectionState	nm
net/minecraft/network/play/client/C12PacketUpdateSign	jn
net/minecraft/util/ChatStyle$1	fo
net/minecraft/command/CommandSetSpawnpoint	bp
net/minecraft/realms/RealmsServerAddress	net/minecraft/realms/RealmsServerAddress
net/minecraft/world/gen/feature/WorldGenAbstractTree	arc
net/minecraft/block/BlockRedstoneTorch$Toggle	and
net/minecraft/item/ItemBed	abg
net/minecraft/item/crafting/CraftingManager$1	aff
net/minecraft/block/BlockRailBase	aje
net/minecraft/client/resources/ResourcePackRepository$Entry	brf
net/minecraft/client/settings/GameSettings	bbj
net/minecraft/client/gui/inventory/GuiChest	bfi
net/minecraft/client/multiplayer/WorldClient$2	bjh
net/minecraft/client/renderer/entity/RenderChicken	bng
net/minecraft/server/management/PreYggdrasilConverter$1	oa
net/minecraft/network/ServerStatusResponse	kb
net/minecraft/network/play/server/S0BPacketAnimation	gc
net/minecraft/command/CommandException	cd
net/minecraft/creativetab/CreativeTabs$3	abz
net/minecraft/enchantment/EnchantmentHelper$HurtIterator	afy
net/minecraft/client/resources/data/IMetadataSerializer$Registration	bry
net/minecraft/world/gen/structure/StructureStrongholdPieces$Straight	ava
net/minecraft/client/renderer/entity/RenderItem$1	bnz
net/minecraft/network/play/server/S2BPacketChangeGameState	gv
net/minecraft/util/RegistryNamespaced	cw
net/minecraft/realms/RealmsScrolledSelectionList	net/minecraft/realms/RealmsScrolledSelectionList
net/minecraft/world/gen/feature/WorldGenBigMushroom	aru
net/minecraft/block/BlockStone	anv
net/minecraft/enchantment/EnchantmentHelper$DamageIterator	afx
net/minecraft/block/BlockCauldron	ajw
net/minecraft/world/gen/structure/StructureVillagePieces$Torch	avt
net/minecraft/world/storage/IThreadedFileIO	azs
net/minecraft/client/gui/GuiScreenRealmsProxy	bcq
net/minecraft/client/gui/stream/GuiStreamUnavailable	bgp
net/minecraft/client/resources/data/IMetadataSerializer$1	brx
net/minecraft/entity/passive/EntitySheep$1	wq
net/minecraft/entity/EntityFlying	sr
net/minecraft/server/management/UserListWhitelistEntry	os
net/minecraft/init/Bootstrap$3	kt
net/minecraft/network/play/server/S27PacketExplosion	gu
net/minecraft/world/gen/feature/WorldGenCanopyTree	asi
net/minecraft/block/BlockLilyPad	aoj
net/minecraft/block/BlockDirectional	akk
net/minecraft/item/ItemEnchantedBook	acm
net/minecraft/enchantment/EnchantmentWaterWorker	agl
net/minecraft/client/audio/MovingSound	bsl
net/minecraft/client/renderer/entity/RenderOcelot	bom
net/minecraft/client/gui/stream/GuiStreamOptions	bgo
net/minecraft/client/particle/EffectRenderer	bkn
net/minecraft/realms/RealmsScreen	net/minecraft/realms/RealmsScreen
net/minecraft/entity/projectile/EntityFishHook	xe
net/minecraft/entity/DataWatcher$WatchableObject	tf
net/minecraft/stats/StatisticsFile	pg
net/minecraft/server/MinecraftServer$1	lh
net/minecraft/network/play/server/S14PacketEntity$S16PacketEntityLook	hi
net/minecraft/nbt/NBTTagCompound$2	dj
net/minecraft/item/ItemHoe	ada
net/minecraft/client/renderer/entity/RenderVillager	bpa
net/minecraft/client/gui/GuiScreenDemo	bdd
net/minecraft/client/model/ModelBat	bhc
net/minecraft/client/particle/EntityPickupFX	blb
net/minecraft/util/IntHashMap	pz
net/minecraft/item/ItemSaddle	adt
net/minecraft/world/NextTickListEntry	ahs
net/minecraft/client/audio/SoundHandler$SwitchType	bts
net/minecraft/client/renderer/texture/LayeredTexture	bpt
net/minecraft/world/gen/layer/GenLayerEdge$SwitchMode	awz
net/minecraft/client/gui/GuiScreen	bdw
net/minecraft/client/model/TexturedQuad	bhv
net/minecraft/client/renderer/EntityRenderer$1	blu
net/minecraft/network/play/client/C0APacketAnimation	ip
net/minecraft/network/EnumConnectionState$4	eq
net/minecraft/command/CommandGameMode	ar
net/minecraft/entity/item/EntityTNTPrimed	xw
net/minecraft/entity/ai/EntityAIAvoidEntity$1	tx
net/minecraft/crash/CrashReport$7	i
net/minecraft/world/gen/structure/StructureNetherBridgePieces$Corridor5	ato
net/minecraft/block/BlockPistonBase	app
net/minecraft/block/BlockJukebox	alq
net/minecraft/world/ChunkCache	ahr
net/minecraft/world/gen/layer/GenLayer	axn
net/minecraft/client/settings/KeyBinding	bal
net/minecraft/client/gui/achievement/GuiStats$StatsBlock	bek
net/minecraft/client/model/ModelIronGolem	bij
net/minecraft/client/audio/SoundHandler$2	btr
net/minecraft/entity/monster/EntitySilverfish	yk
net/minecraft/entity/ai/EntityAIWatchClosest2	ul
net/minecraft/util/MouseFilter	qm
net/minecraft/entity/EntityTracker	mn
net/minecraft/network/play/INetHandlerPlayServer	io
net/minecraft/item/ItemSlab	aeg
net/minecraft/inventory/ContainerEnchantment$1	aah
net/minecraft/world/biome/BiomeGenForest	aif
net/minecraft/world/gen/structure/ComponentScatteredFeaturePieces$JunglePyramid	auc
net/minecraft/world/gen/layer/GenLayerVoronoiZoom	ayb
net/minecraft/client/stream/ChatController$SwitchChatState	buf
net/minecraft/client/renderer/texture/TextureManager$1	bqg
net/minecraft/client/model/PositionTextureVertex	bii
net/minecraft/client/renderer/Tessellator	bmh
